"ten_quan","dia_chi","so_dien_thoai","rating","gio_mo_cua","lat","lon","gia_trung_binh","thuc_don","hinh_anh","data_id","khau_vi","mo_ta"
"Bún đậu A Tòn","53 Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh 72300, Việt Nam","+84 374 535 517","4.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.795345","106.707932","1-100.000 ₫","images/266.1.png;images/266.2.png;images/266.3.png","images/266.png","0x3175299be5a4ff6f:0xff13afc2be4f9171","mặn",""
"Mì Quảng & Bún Chả Cá & Bún Mắm Nêm Đà Nẵng","99 Đ. Vạn Kiếp, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 906 192 454","4.5","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.798978","106.69367","1-100.000 ₫","images/267.1.png;images/267.2.png;images/267.3.png","images/267.png","0x3175299ac98a6c3f:0x97ea7f64987386a4","mặn",""
"Bún Quậy Tâm Quán - Phan Đình Phùng","311 Đ. Phan Đình Phùng, Phường 15, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 938 264 214","4.4","Sắp đóng cửa ⋅ 13:30 ⋅ Mở cửa lại vào 15:45","10.7979858","106.6806731","1-100.000 ₫","images/268.1.png;images/268.2.png;images/268.3.png","images/268.png","0x317529dc480e395b:0x82ad6cd40c6eb5da","mặn",""
"Bún riêu canh bún 30- CN Nguyễn Trọng Tuyển","220/19 Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 365 078 065","4.6","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.798703","106.673864","1-100.000 ₫","images/269.1.png;images/269.2.png;images/269.3.png","images/269.png","0x317529f0acb04c4b:0x318b3515e26e0b32","mặn",""
"Bún chả (gia truyền Hà nội tại Sài Gòn)","14a Đ. Lê Văn Duyệt, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 794 701 774","4.3","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7944789","106.6961788","1-100.000 ₫","images/270.1.png;images/270.2.png;images/270.3.png","images/270.png","0x317529ab76268967:0x2dc20301112135bf","mặn",""
"Bún Bò Huế Nam Giao - Since 1991","242 Đề Thám, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 10000, Việt Nam","+84 28 3836 9446","4.4","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.768023","106.693866","1-100.000 ₫","images/271.1.png;images/271.2.png;images/271.3.png","images/271.png","0x31752fcf008d5f09:0xffc76ac00ce9e273","cay, mặn",""
"Bún Bò Thố Đá Bếp Ông Lập - Trần Phú","292B Trần Phú, Phường 3, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 1900 999973","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7564557","106.67301","1-100.000 ₫","images/272.1.png;images/272.2.png;images/272.3.png;images/272.4.png","images/272.png","0x31752f78d3e916d7:0xfad9616d75ef7c2c","mặn",""
"Bún Mắm Cô Tư Miền Tây - Bùi Minh Trực","Bún Mắm Cô Tư Miền Tây, 112/12a Bùi Minh Trực, Phường 5, Quận 8, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 775 678 089","5.0","Đang mở cửa ⋅ Đóng cửa lúc 15:00 ⋅ Mở lại vào 17:00","10.7394069","106.6597951","1-100.000 ₫","images/273.1.png;images/273.2.png","images/273.png","0x31752f5d195f9203:0x5ef9724037aabbea","mặn",""
"Quán 36 Bún chả Hà Nội","Hẻm 666/46 Đ. 3 Tháng 2, Phường 14, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 969 560 541","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7668203","106.6608702","1-100.000 ₫","images/274.1.png;images/274.2.png","images/274.png","0x31752f51d58af36b:0x10c4b82baade4849","mặn",""
"Bún Quậy Tâm Quán - Bình Thới","175 Đ. Bình Thới, Phường 10, Quận 11, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 903 816 023","4.7","Sắp đóng cửa ⋅ 13:30 ⋅ Mở cửa lại vào 15:45","10.7651015","106.6463888","1-100.000 ₫","images/275.1.png;images/275.2.png;images/275.3.png","images/275.png","0x31752f810714585d:0x9cfd66078a13ba87","mặn",""
"Bún chả sứa Hoàng Phúc","chung cư, lô F/037 Ngô Gia Tự, Phường 2, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","","5.0","Sắp đóng cửa ⋅ 14:00 ⋅ Mở lúc 6:00 Th 6","10.7634498","106.6722098","","images/276.1.png;images/276.2.png;images/276.3.png","images/276.png","0x31752fe2d39be519:0x3540bc93eda175c8","mặn",""
"Bún Bò Cô Hạnh","192 Hà Tôn Quyền, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 349 171 873","4.3","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.758805","106.6527838","1-100.000 ₫","images/277.1.png;images/277.2.png;images/277.3.png","images/277.png","0x31752f762d18603b:0x1ec50977a90d4e29","mặn",""
"Bún Thái Út Nhất","Lô E Chung Cư Ấn, Quang F9 Q10, Phường 9, Quận 10, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 913 393 813","4.9","Đã đóng cửa ⋅ Mở lúc 15:00","10.7648449","106.6707342","1-100.000 ₫","images/278.1.png;images/278.2.png;images/278.3.png","images/278.png","0x31752f7cb53435f5:0x85fc0827777140ac","mặn",""
"Bún Đậu Tràng An","49 Đ. Nguyễn Duy Dương, Phường 7, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7562752","106.6717209","1-100.000 ₫","images/279.1.png;images/279.2.png;images/279.3.png","images/279.png","0x31752feb04cc0e83:0x17100269d6c235d0","không xác định",""
"BÚN BÒ PHƯƠNG NGỌC","384 Hoà Hảo, Phường 8, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 886 384 384","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7617682","106.6675366","1-100.000 ₫","images/280.1.png;images/280.2.png;images/280.3.png","images/280.png","0x31752fcfd4190f09:0x92a9d26fdbe920d1","mặn",""
"Bún Quậy Tâm Quán - Hậu Giang","162B Đ. Hậu Giang, Phường 2, Quận 6, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 904 218 934","4.6","Sắp đóng cửa ⋅ 13:30 ⋅ Mở cửa lại vào 15:45","10.7499318","106.6441321","1-100.000 ₫","images/281.1.png;images/281.2.png;images/281.3.png","images/281.png","0x31752fed73c83097:0xaa04a876ebd5f1be","mặn",""
"Bún Quậy Tâm Quán - Nguyễn Tri Phương","210 Nguyễn Tri Phương, Phường 4, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 898 577 783","4.4","Sắp đóng cửa ⋅ 13:30 ⋅ Mở cửa lại vào 15:45","10.761022","106.6688549","1-100.000 ₫","images/282.1.png;images/282.2.png;images/282.3.png","images/282.png","0x31752fd48d869ff5:0x92de7f536bf58948","mặn",""
"Bún Măng Bò Bà Dzú","043Lô B chung cư, Ấn Quang, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 937 274 292","4.4","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.765716","106.670803","1-100.000 ₫","images/283.1.png;images/283.2.png;images/283.3.png","images/283.png","0x31752fcbd1896cc9:0xe7a6a707d15acaad","mặn",""
"Bún Thịt Xào - Bún Thịt Nướng Út Thu","629/87 Nguyễn Đình Chiểu, Phường 2, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 988 577 963","5.0","Đang mở cửa ⋅ Đóng cửa lúc 18:00","10.766186","106.6807688","1-100.000 ₫","images/284.1.png;images/284.2.png;images/284.3.png","images/284.png","0x31752f9de6c4def3:0xf5fb998288f1aed1","mặn",""
"Bún riêu tôm khô (Hẻm 209)","Hẻm 209 Nguyễn Kim, Phường 6, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 973 575 957","4.2","Đang mở cửa ⋅ Đóng cửa lúc 15:00","10.7636817","106.6615613","1-100.000 ₫","images/285.1.png;images/285.2.png;images/285.3.png","images/285.png","0x31752fda74bac2c9:0xdfc4c21425b7b9cd","mặn",""
"Nhà Bún Đậu - bún đậu 46k","23A Đ. Trần Hòa, Phường 11, Quận 5, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 776 006 256","4.7","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7514537","106.6627048","1-100.000 ₫","images/286.1.png;images/286.2.png;images/286.3.png","images/286.png","0x31752f0ea26ffcf1:0x948a56493207bcff","mặn",""
"Bún Bò O Huế","Cư Xá Đường Sắt/290/81 Lý Thái Tổ, Phường 1, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 966 897 246","4.4","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.767768","106.6761353","1-100.000 ₫","images/287.1.png;images/287.2.png;images/287.3.png","images/287.png","0x31752f8fc814f4e3:0x52014ab51c0d1dff","cay, mặn",""
"Bún cá Yến Nha Trang","410 - 412 An Dương Vương, Phường 4, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 949 992 626","4.0","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.758968","106.6774315","1-100.000 ₫","images/288.1.png;images/288.2.png;images/288.3.png","images/288.png","0x31752f1d429db6a9:0x6dbe63a2c1e7366e","không xác định",""
"NHÀ BÚN ĐẬU","335 Đ. Phạm Văn Chí, Phường 1, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 902 456 838","4.6","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7434974","106.6447795","1-100.000 ₫","images/289.1.png;images/289.2.png;images/289.3.png","images/289.png","0x31752f8fcf8e6503:0x41ed8099a2103f44","mặn",""
"Hảo Quán - Bún đậu Hà Nội","193/16 Bà Hạt, Phường 9, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 973 131 188","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7654186","106.6704518","1-100.000 ₫","images/290.1.png;images/290.2.png","images/290.png","0x31752fc084f94319:0x21e5b270e35a6c13","mặn",""
"Bánh kem ít ngọt SG - Hoa Tươi Giá Rẻ","23 Phan Văn Hân, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 335 894 088","4.9","Đang mở cửa ⋅ Đóng cửa lúc 23:30","10.7924619","106.7080576","100-200 N ₫","images/291.1.png;images/291.2.png;images/291.3.png","images/291.png","0x31752900475e8331:0x2df8f59bee285a8a","ngọt",""
"TIỆM BÁNH PARIS GATO|BÁNH KEM NGON QUẬN 3","592 Nguyễn Đình Chiểu, Phường 4, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 356 098 888","4.4","Mở cả ngày","10.7703027","106.682157","1-100.000 ₫","images/292.1.png;images/292.2.png;images/292.3.png","images/292.png","0x31752fd31cb11d73:0xf3f58b2378f6f436","ngọt",""
"Tiệm Bánh LaLa","252 Cô Bắc, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 918 467 751","4.6","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7633525","106.6928795","","images/293.1.png;images/293.2.png;images/293.3.png","images/293.png","0x31752f279d7e7837:0x35e6ca90aa1fceab","ngọt",""
"TOUS les JOURS - Hai Bà Trưng","180 Hai Bà Trưng, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 3823 8302","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.786229","106.694325","1-100.000 ₫","images/294.1.png;images/294.2.png;images/294.3.png","images/294.png","0x31752f347770228b:0x5787a61fe0bf3aba","không xác định",""
"Tiệm Bánh Ngọt Phương Loan","185F Đ. Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 386 088 742","4.8","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7664906","106.6883783","1-100.000 ₫","images/295.1.png;images/295.2.png;images/295.3.png","images/295.png","0x31752f00190c65a1:0x4eec56b77319b5aa","ngọt",""
"Tiệm Bánh Kem Bảo Linh","9 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 397 996 402","4.4","Mở cả ngày","10.79149","106.6915058","1-100.000 ₫","images/296.1.png;images/296.2.png;images/296.3.png","images/296.png","0x3175295dad7945d3:0xc1ddb823bc02a5c5","ngọt",""
"Tiệm bánh Lam Lam","Đ. Nguyễn Văn Trỗi, Phường 11, Phú Nhuận, Thành phố Hồ Chí Minh 10000, Việt Nam","+84 933 898 991","4.9","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7929679","106.6794172","","images/297.1.png;images/297.2.png;images/297.3.png","images/297.png","0x317529c353ef9599:0xf88e1975a3ca7965","ngọt",""
"Bư Bakery - Tiệm bánh thủ công","27 Đinh Công Tráng, P, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7897891","106.6917688","1-100.000 ₫","images/298.1.png;images/298.2.png;images/298.3.png","images/298.png","0x3175288c94b1b22b:0x7725ca9c45dcfec1","ngọt",""
"Tiệm Bánh Kem Minh Hương","345/56 Trần Hưng Đạo, Cầu Kho, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 903 707 560","4.5","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7601175","106.6893717","","images/299.1.png;images/299.2.png;images/299.3.png","images/299.png","0x31752efc0193c1e1:0xd157a06fff64a663","ngọt",""
"Choco Bakery | Tiệm Bánh Quận 3 | Bánh Kem Quận 3","148 Trần Quốc Thảo, Phường 14, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 993 342 888","4.7","Đang mở cửa ⋅ Đóng cửa lúc 23:30","10.7852922","106.6827966","1-100.000 ₫","images/300.1.png;images/300.2.png;images/300.3.png","images/300.png","0x3174c10000c64f89:0x46f0677519b7f9c5","ngọt",""
"Tiệm bánh Kem Bông","214G Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 906 390 630","4.7","Mở cả ngày","10.762882","106.6866339","1-100.000 ₫","images/301.1.png'images/301.2.png","images/301.png","0x31752f8c552160e7:0x669da6621e0c62d4","ngọt",""
"Ivoire Pastry Boutique","28 Cao Bá Quát, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 966 595 857","4.6","Đang mở cửa ⋅ Đóng cửa lúc 19:00","10.7779101","106.7039685","","images/302.1.png;images/302.2.png;images/302.3.png","images/302.png","0x31752fcb051be2cd:0x2c823b361ddf3c53","không xác định",""
"The Vagabond Trần Cao Vân","9 Trần Cao Vân, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 931 224 334","4.7","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7847961","106.6981835","100-200 N ₫","images/303.1.png;images/303.2.png;images/303.3.png","images/303.png","0x317528cd75edad03:0xaa585916800955ba","không xác định",""
"LE SUCRÉ - Tiệm bánh Pháp Robin Mouquet.R","17 Lê Duẩn, Phường, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 28 3824 1555","4.9","Đang mở cửa ⋅ Đóng cửa lúc 20:30","10.7840115","106.7024699","","images/304.1.png;images/304.2.png;images/304.3.png","images/304.png","0x31752fc24d40e03d:0xc54c427583676305","ngọt",""
"TOUS les JOURS - Trần Hưng Đạo","59 Trần Hưng Đạo, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3914 4350","4.1","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.7691615","106.6967508","1-100.000 ₫","images/305.1.png;images/305.2.png;images/305.3.png","images/305.png","0x31752f3e4c189381:0xdf5b7cebb79e9383","không xác định",""
"TIỆM BÁNH SU SU","207 Đ. Nguyễn Thiện Thuật, Phường 1, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 835 511 666","5.0","Mở cả ngày","10.7687457","106.6788244","","images/306.1.png;images/306.2.png;images/306.3.png","images/306.png","0x31752f9337ff4cb3:0x60281ee4f9c6f158","ngọt",""
"Tiệm Bánh Thành Phát","38 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 903 999 208","4.6","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7910253","106.6910056","","images/307.1.png;images/307.2.png;images/307.3.png","images/307.png","0x317528cce065fbc1:0xeb0060539f0fcc81","ngọt",""
"TOUS les JOURS - Nguyễn Thị Minh Khai","187 Nguyễn Thị Minh Khai, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3925 1908","4.1","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.769845","106.686201","1-100.000 ₫","images/308.1.png'images/308.2.png;images/308.3.png","images/308.png","0x31752f22eefe1477:0x882a223aa6c2325f","không xác định",""
"Bơ by Butterman","67 Lê Thị Riêng, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 909 812 090","4.7","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7711063","106.6911029","1-100.000 ₫","images/309.1.png;images/309.2.png;images/309.3.png","images/309.png","0x31752f74287f2e57:0xeb0e77be4225ea22","không xác định",""
"The 350F - Nguyễn Trãi","36 Nguyễn Trãi, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 707 636 393","4.5","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7709093","106.6924072","","images/310.1.png;images/310.2.png;images/310.3.png","images/310.png","0x31752921afb40763:0x8386cc39cda734c0","không xác định",""
"Mùi Cake","490/12 Đ. Lê Văn Sỹ, Phường 14, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 817 948 794","5.0","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7899792","106.6749904","100-200 N ₫","images/311.1.png;images/311.2.png;images/311.3.png","images/311.png","0x317525cbec9e8fc7:0x8d39aa0c4139275","ngọt",""
"Bánh su kem Singapore sinh nhật - Bánh sinh nhật Choco","52 Hoa Lan, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 776 708 098","4.8","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7969358","106.6909074","600-700 N ₫","images/312.1.png;images/312.2.png;images/312.3.png","images/312.png","0x3175291107fe7861:0xd9b5180776d512b8","ngọt",""
"Tiệm Bánh Hương Phúc","28 Nguyễn Trọng Tuyển, Phường 15, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 988 996 846","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.797273","106.6804249","","images/313.1.png;images/313.2.png;images/313.3.png","images/313.png","0x317528d6eaff0101:0x31f73c4305b6963f","ngọt",""
"Tiệm Bánh Givral","98 Đ. Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3845 8601","4.1","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7967165","106.6739203","$$","images/314.1.png;images/314.2.png;images/314.3.png","images/314.png","0x3175292985bf48ed:0x7792893322aa6bcf","ngọt",""
"TIỆM BÁNH MINH NHẬT | BÁNH NGỌT, BÁNH KEM QUẬN 3","52 Đ. Vườn Chuối, Phường 4, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 392 656 690","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.7731656","106.683302","","","","0x31752fb5e744ab61:0xe719c50477f4489e","ngọt",""
"BÁNH KEM PiNK BAKERY - Tiệm Bánh Ngon - ít Ngọt","350 Trần Phú, Phường 7, Quận 5, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 965 751 868","4.9","Đang mở cửa ⋅ Đóng cửa lúc 23:30","10.753477799999999","106.6693876","1-100.000 ₫","images/316.1.png;images/316.2.png;images/316.3.png","images/316.png","0x31752f0020b30b4d:0x94361de91b7c20c1","ngọt",""
"Tiệm bánh Mít Tơ Tui","374/12 Lê Hồng Phong, Phường 1, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 848 453 565","4.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7641858","106.6762345","","images/317.1.png;images/317.2.png;images/317.3.png","images/317.png","0x3175293c8c990b3b:0xb0ef0837cf06d7f3","ngọt",""
"Grand Castella - Bánh Bông Lan Đài Loan - Bánh Kem Bơ - Bánh Sinh Nhật","376 Nguyễn Tri Phương, Phường 4, Quận 10, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 901 862 594","4.9","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.7642144","106.6680449","","images/318.1.png;images/318.2.png;images/318.3.png","images/318.png","0x31752fc11044f7bd:0xa98c12734d4511bf","ngọt",""
"BỐI CAKE - Quận 5 - Không Chi Nhánh","671/1 Nguyễn Trãi, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 908 838 687","4.8","Đang mở cửa ⋅ Đóng cửa lúc 18:30","10.7529449","106.6621382","","images/319.1.png;images/319.2.png;images/319.3.png","images/319.png","0x31752ef72da9aeef:0x399d9b2e6c3372b3","ngọt",""
"Tiệm Bánh Hòa Ký","134 Trần Quý, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 909 154 630","4.7","Đang mở cửa ⋅ Đóng cửa lúc 19:30","10.759075099999999","106.6550113","1-100.000 ₫","images/320.1.png;images/320.2.png;images/320.3.png","images/320.png","0x31752eed7d76d61f:0xdeb4859e5175d6b","ngọt",""
"THIÊN TÀI BÁNH 4.0 CS1 | BÁNH KEM NGON QUẬN 10","59 Lý Thái Tổ, Phường 1, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 586 258 888","4.2","Mở cả ngày","10.7669109","106.6765031","1-100.000 ₫","images/321.1.png;images/321.2.png;images/321.3.png","images/321.png","0x31752f0c10016ba7:0xf270fd5cc10fc6e9","ngọt",""
"Bánh Kem Bi Bo Quận 6","86 Đ. Lê Quang Sung, Phường 2, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 869 598 889","4.4","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7512216","106.6478379","","images/322.1.png;images/322.2.png;images/322.3.png","images/322.png","0x31752f00536d20fd:0x27f9ddfd5f4247e4","ngọt",""
"ABC Bakery (CN Nguyễn Trãi).","227 Nguyễn Trãi, Phường 2, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3923 6117","4.3","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.756642399999999","106.6770353","1-100.000 ₫","images/323.1.png;images/323.2.png;images/323.3.png","images/323.png","0x31752f02a23486d5:0x50a9e8470f348129","ngọt",""
"Tiệm Bánh Vũ Gia | Bánh Kem Quận 5| Bánh Sinh Nhật Quận 5","848 Nguyễn Trãi, Phường 14, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 904 510 686","4.6","Mở cả ngày","10.753051899999999","106.6569534","","images/324.1.png;images/324.2.png","images/324.png","0x31752f5c5f67eb5b:0x26306c1753a43d03","ngọt",""
"Tiệm bánh kẹo người Hoa - Minh Hiệp","123/23 Đ.Bình Tây, Phường 1, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3855 7134","4.7","Đang mở cửa ⋅ Đóng cửa lúc 19:00","10.747233699999999","106.6500038","200-300 N ₫","images/325.1.png;images/325.2.png;images/325.3.png","images/325.png","0x31752e603ee22613:0x415ab8989b4b50c9","ngọt",""
"Tiệm Bánh Hồng Phát","236/25 Hoà Hảo, Phường 2, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 932 113 120","4.6","Đang mở cửa ⋅ Đóng cửa lúc 18:00","10.7627957","106.6714602","1-100.000 ₫","images/326.1.png;images/326.2.png;images/326.3.png","images/326.png","0x31752d69e83f8a8d:0x664441b514f6c2ef","ngọt",""
"TOUS les JOURS - Hậu Giang","231 Đ. Hậu Giang, Phường 2, Quận 6, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 6295 5550","4.3","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.749591299999999","106.6442059","$$","images/327.1.png;images/327.2.png;images/327.3.png","images/327.png","0x31752e89cea72e5d:0x2d6dd67af72b29ca","không xác định",""
"Hỷ Lâm Môn Bakery - Nguyễn Trãi","548-550 Nguyễn Trãi, Phường 7, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 916 287 050","4.3","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7542153","106.6677099","$$","images/328.1.png;images/328.2.png;images/328.3.png","images/328.png","0x31752efbbe07fca3:0x972a9e1d1067e83f","ngọt",""
"Dibu Bakery","19/2 Hùng Vương, Phường 4, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam","","4.8","Đang mở cửa ⋅ Đóng cửa lúc 19:30","10.7637995","106.679567","","images/329.1.png;images/329.2.png;images/329.3.png","images/329.png","0x31752551e5e0e9a5:0xc7c55bb121572d3b","ngọt",""
"Minsu bakery | Tiệm Bánh Quận 5","207a Đ. Nguyễn Biểu, Phường 2, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 934 633 456","3.8","Mở cả ngày","10.757213199999999","106.6831412","1-100.000 ₫","images/330.1.png;images/330.2.png;images/330.3.png","images/330.png","0x31752f78d560b605:0xa98d2184cfe1a694","ngọt",""
"Paris Baguette Cao Thắng","01 Cao Thắng, Phường 2, Quận 3, Thành phố Hồ Chí Minh 70000, Việt Nam","","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7681808","106.6840439","100-200 N ₫","images/331.1.png;images/331.2.png;images/331.3.png;images/331.4.png","images/331.png","0x31752f22762451c9:0x6c1750fad6fdcbd4","không xác định",""
"Tiệm Bánh Trang Ký","195/80 Phó Cơ Điều, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3856 0277","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7615194","106.6567892","","images/332.1.png;images/332.2.png;images/332.3.png","images/332.png","0x31752fad989d8bfb:0xd5717e72195b490a","ngọt",""
"Hỷ Lâm Môn Bakery","Đ. Âu Cơ, Phường 14, Quận 11, Thành phố Hồ Chí Minh 744003, Việt Nam","+84 901 962 028","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7697363","106.6513133","$$","images/333.1.png;images/333.2.png;images/333.3.png","images/333.png","0x31752eed9521cb53:0x19dd29d492214160","ngọt",""
"Bánh Kem Thảo Nguyên Sài Gòn","1 Lô 29 Phạm Thế Hiển, Phường 4, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","+84 988 813 656","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.743587999999999","106.669445","","images/334.1.png","images/334.png","0x31752f0a376e4a91:0xc8e58e623b4988eb","ngọt",""
"AKUNA Restaurant","Le Méridien Saigon, Level 9, 3C Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 911 735 800","4.4","Mở cửa lúc 18:00 ⋅ Đóng cửa lúc 22:00","10.779854326360823","106.70751616733128","Trên 1.000.000 ₫","images/335.1.png;images/335.2.png","images/335.png","0x31752f9296eb9add:0x506d612e9ff1ceee","không xác định","Michelin"
